Identifier,value1,value2,value3,g,l,s,m,e
180.0,127,23,91,0,0,1,0,0
180.0,130,20,93,0,0,1,0,0
180.0,129,24,93,0,0,1,0,0
180.0,127,21,93,0,0,1,0,0
180.0,130,23,93,0,0,1,0,0
180.0,131,23,91,0,0,1,0,0
180.0,126,22,93,0,0,1,0,0
180.0,124,22,93,0,0,1,0,0
180.0,125,21,95,0,0,1,0,0
180.0,124,22,93,0,0,1,0,0
180.0,126,23,94,0,0,1,0,0
180.0,129,20,93,0,0,1,0,0
180.0,132,22,94,0,0,1,0,0
180.0,129,23,93,0,0,1,0,0
180.0,129,21,94,0,0,1,0,0
180.0,127,23,93,0,0,1,0,0
180.0,126,20,94,0,0,1,0,0
180.0,125,22,93,0,0,1,0,0
180.0,125,22,94,0,0,1,0,0
180.0,119,21,93,0,0,1,0,0
180.0,120,23,94,0,0,1,0,0
180.0,119,20,93,0,0,1,0,0
180.0,119,22,92,0,0,1,0,0
180.0,120,21,95,0,0,1,0,0
180.0,125,21,91,0,0,1,0,0
180.0,122,20,93,0,0,1,0,0
180.0,123,20,93,0,0,1,0,0
180.0,122,21,93,0,0,1,0,0
180.0,120,21,93,0,0,1,0,0
180.0,124,23,94,0,0,1,0,0
180.0,122,19,94,0,0,1,0,0
180.0,122,22,94,0,0,1,0,0
180.0,123,20,92,0,0,1,0,0
180.0,125,23,91,0,0,1,0,0
180.0,126,21,95,0,0,1,0,0
180.0,125,22,95,0,0,1,0,0
180.0,124,22,92,0,0,1,0,0
180.0,122,21,95,0,0,1,0,0
180.0,124,21,93,0,0,1,0,0
180.0,126,22,92,0,0,1,0,0
180.0,126,22,92,0,0,1,0,0
180.0,122,23,92,0,0,1,0,0
180.0,126,22,93,0,0,1,0,0
180.0,123,21,94,0,0,1,0,0
180.0,123,21,94,0,0,1,0,0
180.0,123,23,95,0,0,1,0,0
180.0,123,21,94,0,0,1,0,0
180.0,121,21,94,0,0,1,0,0
180.0,121,21,93,0,0,1,0,0
180.0,119,22,93,0,0,1,0,0
180.0,120,22,95,0,0,1,0,0
180.0,121,20,91,0,0,1,0,0
180.0,122,20,95,0,0,1,0,0
180.0,123,22,93,0,0,1,0,0
180.0,125,22,93,0,0,1,0,0
180.0,122,22,93,0,0,1,0,0
180.0,122,21,92,0,0,1,0,0
180.0,123,20,93,0,0,1,0,0
180.0,119,21,94,0,0,1,0,0
180.0,120,20,91,0,0,1,0,0
180.0,121,22,95,0,0,1,0,0
180.0,120,22,94,0,0,1,0,0
180.0,123,21,93,0,0,1,0,0
180.0,123,21,95,0,0,1,0,0
180.0,121,22,94,0,0,1,0,0
180.0,123,21,95,0,0,1,0,0
180.0,122,22,94,0,0,1,0,0
180.0,124,22,94,0,0,1,0,0
180.0,128,20,93,0,0,1,0,0
180.0,155,64,32,0,0,0,1,0
180.0,151,66,29,0,0,0,1,0
180.0,154,65,31,0,0,0,1,0
180.0,156,65,29,0,0,0,1,0
180.0,160,68,31,0,0,0,1,0
180.0,165,66,28,0,0,0,1,0
180.0,170,66,30,0,0,0,1,0
180.0,174,66,32,0,0,0,1,0
180.0,165,66,32,0,0,0,1,0
180.0,156,64,33,0,0,0,1,0
180.0,157,67,30,0,0,0,1,0
180.0,163,68,30,0,0,0,1,0
180.0,162,67,29,0,0,0,1,0
180.0,169,65,31,0,0,0,1,0
180.0,193,65,30,0,0,0,1,0
180.0,203,64,30,0,0,0,1,0
180.0,203,65,30,0,0,0,1,0
180.0,184,65,31,0,0,0,1,0
180.0,170,68,30,0,0,0,1,0
180.0,141,65,33,0,0,0,1,0
180.0,154,64,29,0,0,0,1,0
180.0,150,67,30,0,0,0,1,0
180.0,153,66,29,0,0,0,1,0
180.0,156,66,32,0,0,0,1,0
180.0,159,69,30,0,0,0,1,0
180.0,159,67,30,0,0,0,1,0
180.0,149,68,30,0,0,0,1,0
180.0,155,66,29,0,0,0,1,0
180.0,156,64,33,0,0,0,1,0
180.0,157,65,33,0,0,0,1,0
180.0,161,68,31,0,0,0,1,0
180.0,166,67,31,0,0,0,1,0
180.0,172,66,34,0,0,0,1,0
180.0,173,68,31,0,0,0,1,0
180.0,182,68,33,0,0,0,1,0
180.0,184,66,34,0,0,0,1,0
180.0,192,65,33,0,0,0,1,0
180.0,186,65,33,0,0,0,1,0
180.0,184,65,30,0,0,0,1,0
180.0,176,65,31,0,0,0,1,0
180.0,171,65,31,0,0,0,1,0
180.0,167,67,28,0,0,0,1,0
180.0,169,67,29,0,0,0,1,0
180.0,171,66,30,0,0,0,1,0
180.0,172,65,31,0,0,0,1,0
180.0,166,65,32,0,0,0,1,0
180.0,168,67,29,0,0,0,1,0
180.0,169,66,30,0,0,0,1,0
180.0,167,66,32,0,0,0,1,0
180.0,166,66,32,0,0,0,1,0
180.0,162,65,31,0,0,0,1,0
180.0,165,67,35,0,0,0,1,0
180.0,168,66,33,0,0,0,1,0
180.0,160,66,31,0,0,0,1,0
180.0,161,67,33,0,0,0,1,0
180.0,164,67,32,0,0,0,1,0
180.0,164,66,32,0,0,0,1,0
180.0,168,66,32,0,0,0,1,0
180.0,164,68,29,0,0,0,1,0
180.0,168,67,31,0,0,0,1,0
180.0,169,68,33,0,0,0,1,0
180.0,169,68,29,0,0,0,1,0
180.0,169,64,32,0,0,0,1,0
180.0,168,65,31,0,0,0,1,0
180.0,167,67,33,0,0,0,1,0
180.0,166,65,32,0,0,0,1,0
180.0,168,68,28,0,0,0,1,0
180.0,171,68,32,0,0,0,1,0
180.0,169,67,31,0,0,0,1,0
180.0,171,64,33,0,0,0,1,0
180.0,169,65,31,0,0,0,1,0
180.0,166,67,31,0,0,0,1,0
180.0,170,66,33,0,0,0,1,0
180.0,168,67,33,0,0,0,1,0
180.0,166,62,32,0,0,0,1,0
180.0,169,65,32,0,0,0,1,0
180.0,168,67,32,0,0,0,1,0
180.0,165,68,33,0,0,0,1,0
180.0,166,66,33,0,0,0,1,0
180.0,167,65,32,0,0,0,1,0
180.0,167,65,29,0,0,0,1,0
180.0,164,64,32,0,0,0,1,0
180.0,165,66,30,0,0,0,1,0
180.0,167,64,32,0,0,0,1,0
180.0,167,66,31,0,0,0,1,0
180.0,166,68,30,0,0,0,1,0
180.0,167,66,32,0,0,0,1,0
180.0,170,65,30,0,0,0,1,0
180.0,174,65,28,0,0,0,1,0
180.0,171,66,34,0,0,0,1,0
180.0,172,66,32,0,0,0,1,0
180.0,168,67,33,0,0,0,1,0
180.0,171,66,32,0,0,0,1,0
180.0,168,68,28,0,0,0,1,0
180.0,172,67,30,0,0,0,1,0
180.0,179,65,29,0,0,0,1,0
180.0,176,65,30,0,0,0,1,0
180.0,175,66,29,0,0,0,1,0
180.0,173,65,33,0,0,0,1,0
180.0,165,69,29,0,0,0,1,0
180.0,163,66,32,0,0,0,1,0
180.0,166,67,27,0,0,0,1,0
180.0,168,67,30,0,0,0,1,0
180.0,167,64,30,0,0,0,1,0
180.0,172,66,30,0,0,0,1,0
180.0,167,66,28,0,0,0,1,0
180.0,169,67,30,0,0,0,1,0
180.0,172,65,27,0,0,0,1,0
180.0,173,67,29,0,0,0,1,0
180.0,168,67,30,0,0,0,1,0
180.0,171,66,33,0,0,0,1,0
180.0,171,65,31,0,0,0,1,0
180.0,171,66,30,0,0,0,1,0
180.0,172,66,32,0,0,0,1,0
180.0,176,64,33,0,0,0,1,0
180.0,177,65,31,0,0,0,1,0
180.0,181,68,30,0,0,0,1,0
180.0,184,65,30,0,0,0,1,0
180.0,184,66,31,0,0,0,1,0
180.0,181,65,29,0,0,0,1,0
180.0,180,65,27,0,0,0,1,0
180.0,182,66,29,0,0,0,1,0
180.0,175,65,29,0,0,0,1,0
180.0,174,66,28,0,0,0,1,0
180.0,174,68,33,0,0,0,1,0
180.0,170,66,32,0,0,0,1,0
180.0,175,68,31,0,0,0,1,0
180.0,175,65,29,0,0,0,1,0
180.0,173,65,29,0,0,0,1,0
180.0,179,66,30,0,0,0,1,0
180.0,172,66,31,0,0,0,1,0
180.0,174,64,31,0,0,0,1,0
180.0,171,67,31,0,0,0,1,0
180.0,172,69,28,0,0,0,1,0
180.0,174,68,28,0,0,0,1,0
180.0,170,70,29,0,0,0,1,0
180.0,172,66,31,0,0,0,1,0
180.0,170,66,29,0,0,0,1,0
180.0,171,68,33,0,0,0,1,0
180.0,172,67,31,0,0,0,1,0
180.0,169,69,29,0,0,0,1,0
180.0,169,66,31,0,0,0,1,0
180.0,166,67,32,0,0,0,1,0
180.0,165,65,30,0,0,0,1,0
180.0,168,65,35,0,0,0,1,0
180.0,171,67,29,0,0,0,1,0
180.0,170,68,33,0,0,0,1,0
180.0,168,66,29,0,0,0,1,0
180.0,166,68,33,0,0,0,1,0
180.0,165,64,30,0,0,0,1,0
180.0,335,88,18,1,0,0,0,0
180.0,334,88,18,1,0,0,0,0
180.0,334,89,19,1,0,0,0,0
180.0,328,91,20,1,0,0,0,0
180.0,326,90,21,1,0,0,0,0
180.0,331,90,16,1,0,0,0,0
180.0,332,90,17,1,0,0,0,0
180.0,332,90,19,1,0,0,0,0
180.0,333,89,18,1,0,0,0,0
180.0,336,90,17,1,0,0,0,0
180.0,337,90,18,1,0,0,0,0
180.0,335,89,20,1,0,0,0,0
180.0,332,90,20,1,0,0,0,0
180.0,333,88,17,1,0,0,0,0
180.0,336,88,18,1,0,0,0,0
180.0,334,88,20,1,0,0,0,0
180.0,341,89,19,1,0,0,0,0
180.0,340,88,17,1,0,0,0,0
180.0,334,89,15,1,0,0,0,0
180.0,334,90,19,1,0,0,0,0
180.0,330,88,16,1,0,0,0,0
180.0,330,87,19,1,0,0,0,0
180.0,333,89,19,1,0,0,0,0
180.0,333,89,16,1,0,0,0,0
180.0,327,89,18,1,0,0,0,0
180.0,334,87,20,1,0,0,0,0
180.0,340,90,17,1,0,0,0,0
180.0,328,88,18,1,0,0,0,0
180.0,334,89,18,1,0,0,0,0
180.0,336,89,18,1,0,0,0,0
180.0,329,88,17,1,0,0,0,0
180.0,324,89,20,1,0,0,0,0
180.0,325,87,19,1,0,0,0,0
180.0,325,87,15,1,0,0,0,0
180.0,326,86,19,1,0,0,0,0
180.0,330,88,18,1,0,0,0,0
180.0,318,88,18,1,0,0,0,0
180.0,333,89,17,1,0,0,0,0
180.0,326,88,20,1,0,0,0,0
180.0,329,88,18,1,0,0,0,0
180.0,322,85,18,1,0,0,0,0
180.0,325,85,17,1,0,0,0,0
180.0,329,87,19,1,0,0,0,0
180.0,333,87,18,1,0,0,0,0
180.0,327,86,20,1,0,0,0,0
180.0,325,89,19,1,0,0,0,0
180.0,320,87,18,1,0,0,0,0
180.0,296,84,21,1,0,0,0,0
180.0,262,84,19,1,0,0,0,0
180.0,232,79,19,1,0,0,0,0
180.0,239,77,17,1,0,0,0,0
180.0,234,76,19,1,0,0,0,0
180.0,234,78,17,1,0,0,0,0
180.0,243,83,18,1,0,0,0,0
180.0,236,79,19,1,0,0,0,0
180.0,235,79,19,1,0,0,0,0
180.0,244,84,16,1,0,0,0,0
180.0,251,84,21,1,0,0,0,0
180.0,248,82,18,1,0,0,0,0
180.0,257,82,18,1,0,0,0,0
180.0,259,84,18,1,0,0,0,0
180.0,261,83,17,1,0,0,0,0
180.0,256,86,19,1,0,0,0,0
180.0,251,85,16,1,0,0,0,0
180.0,256,84,15,1,0,0,0,0
180.0,260,86,18,1,0,0,0,0
180.0,260,84,18,1,0,0,0,0
180.0,261,82,18,1,0,0,0,0
180.0,270,82,18,1,0,0,0,0
180.0,268,82,19,1,0,0,0,0
180.0,268,83,19,1,0,0,0,0
180.0,273,83,18,1,0,0,0,0
180.0,272,83,17,1,0,0,0,0
180.0,270,82,17,1,0,0,0,0
180.0,272,82,18,1,0,0,0,0
180.0,273,82,18,1,0,0,0,0
180.0,277,82,15,1,0,0,0,0
180.0,275,83,17,1,0,0,0,0
180.0,277,82,16,1,0,0,0,0
180.0,274,81,19,1,0,0,0,0
180.0,277,83,16,1,0,0,0,0
180.0,274,85,20,1,0,0,0,0
180.0,275,84,16,1,0,0,0,0
180.0,277,82,16,1,0,0,0,0
180.0,279,82,16,1,0,0,0,0
180.0,276,82,18,1,0,0,0,0
180.0,280,83,17,1,0,0,0,0
180.0,284,83,19,1,0,0,0,0
180.0,286,82,21,1,0,0,0,0
180.0,284,85,14,1,0,0,0,0
180.0,285,83,15,1,0,0,0,0
180.0,288,83,19,1,0,0,0,0
180.0,286,83,17,1,0,0,0,0
180.0,287,83,18,1,0,0,0,0
180.0,286,79,18,1,0,0,0,0
180.0,286,82,20,1,0,0,0,0
180.0,287,79,17,1,0,0,0,0
180.0,286,82,18,1,0,0,0,0
180.0,286,82,18,1,0,0,0,0
180.0,278,82,18,1,0,0,0,0
180.0,280,82,20,1,0,0,0,0
180.0,281,82,18,1,0,0,0,0
180.0,279,81,19,1,0,0,0,0
180.0,283,83,16,1,0,0,0,0
180.0,282,83,20,1,0,0,0,0
180.0,284,83,19,1,0,0,0,0
180.0,281,81,18,1,0,0,0,0
180.0,284,82,17,1,0,0,0,0
180.0,282,82,17,1,0,0,0,0
180.0,281,81,17,1,0,0,0,0
180.0,283,82,15,1,0,0,0,0
180.0,281,82,20,1,0,0,0,0
180.0,280,82,17,1,0,0,0,0
180.0,277,81,20,1,0,0,0,0
180.0,276,82,20,1,0,0,0,0
180.0,281,82,16,1,0,0,0,0
180.0,272,85,17,1,0,0,0,0
180.0,279,82,17,1,0,0,0,0
180.0,276,82,17,1,0,0,0,0
180.0,280,82,20,1,0,0,0,0
180.0,284,81,19,1,0,0,0,0
180.0,285,81,22,1,0,0,0,0
180.0,285,81,17,1,0,0,0,0
180.0,283,80,19,1,0,0,0,0
180.0,284,80,21,1,0,0,0,0
180.0,285,83,18,1,0,0,0,0
180.0,286,81,21,1,0,0,0,0
180.0,289,81,17,1,0,0,0,0
180.0,295,82,19,1,0,0,0,0
180.0,298,80,20,1,0,0,0,0
180.0,298,81,19,1,0,0,0,0
180.0,302,81,18,1,0,0,0,0
180.0,300,81,18,1,0,0,0,0
180.0,304,83,17,1,0,0,0,0
180.0,300,83,20,1,0,0,0,0
180.0,302,84,18,1,0,0,0,0
180.0,299,84,17,1,0,0,0,0
180.0,305,82,18,1,0,0,0,0
180.0,306,85,19,1,0,0,0,0
180.0,305,80,17,1,0,0,0,0
180.0,302,83,19,1,0,0,0,0
180.0,301,83,19,1,0,0,0,0
180.0,302,85,18,1,0,0,0,0
180.0,302,85,20,1,0,0,0,0
180.0,308,84,16,1,0,0,0,0
180.0,301,85,19,1,0,0,0,0
180.0,264,86,18,1,0,0,0,0
180.0,244,82,18,1,0,0,0,0
180.0,239,81,19,1,0,0,0,0
180.0,256,80,20,1,0,0,0,0
180.0,258,81,18,1,0,0,0,0
180.0,257,78,22,1,0,0,0,0
180.0,259,78,20,1,0,0,0,0
180.0,260,77,18,1,0,0,0,0
180.0,260,79,19,1,0,0,0,0
180.0,259,81,18,1,0,0,0,0
180.0,253,80,19,1,0,0,0,0
180.0,260,81,20,1,0,0,0,0
180.0,258,80,17,1,0,0,0,0
180.0,257,79,20,1,0,0,0,0
180.0,252,79,19,1,0,0,0,0
180.0,256,79,21,1,0,0,0,0
180.0,249,80,21,1,0,0,0,0
180.0,253,78,20,1,0,0,0,0
180.0,255,77,19,1,0,0,0,0
180.0,259,79,19,1,0,0,0,0
180.0,262,79,19,1,0,0,0,0
180.0,260,79,19,1,0,0,0,0
180.0,263,80,20,1,0,0,0,0
180.0,266,80,20,1,0,0,0,0
180.0,265,79,19,1,0,0,0,0
180.0,263,78,19,1,0,0,0,0
180.0,259,80,20,1,0,0,0,0
180.0,264,80,18,1,0,0,0,0
180.0,263,81,18,1,0,0,0,0
180.0,260,81,19,1,0,0,0,0
180.0,265,80,22,1,0,0,0,0
180.0,261,79,20,1,0,0,0,0
180.0,257,78,16,1,0,0,0,0
180.0,258,79,22,1,0,0,0,0
180.0,260,79,16,1,0,0,0,0
180.0,260,80,17,1,0,0,0,0
180.0,262,79,20,1,0,0,0,0
180.0,258,79,22,1,0,0,0,0
180.0,260,79,21,1,0,0,0,0
180.0,261,81,22,1,0,0,0,0
180.0,264,80,18,1,0,0,0,0
180.0,269,78,20,1,0,0,0,0
180.0,274,79,21,1,0,0,0,0
180.0,271,80,21,1,0,0,0,0
180.0,269,79,19,1,0,0,0,0
180.0,272,79,19,1,0,0,0,0
180.0,272,81,17,1,0,0,0,0
180.0,268,79,22,1,0,0,0,0
180.0,268,79,21,1,0,0,0,0
180.0,265,80,19,1,0,0,0,0
180.0,268,80,19,1,0,0,0,0
180.0,268,79,17,1,0,0,0,0
180.0,266,78,18,1,0,0,0,0
180.0,266,78,18,0,0,0,0,0
188.0,8191,768,309,0,0,0,0,1
188.0,8190,770,325,0,0,0,0,1
188.0,8190,777,302,0,0,0,0,1
188.0,8190,763,325,0,0,0,0,1
188.0,8190,756,314,0,0,0,0,1
188.0,8190,770,307,0,0,0,0,1
188.0,8190,757,309,0,0,0,0,1
188.0,8190,759,316,0,0,0,0,1
188.0,8191,773,314,0,0,0,0,1
188.0,8190,773,315,0,0,0,0,1
188.0,8190,757,319,0,0,0,0,1
188.0,8190,756,319,0,0,0,0,1
188.0,8190,755,328,0,0,0,0,1
188.0,8190,748,319,0,0,0,0,1
188.0,8190,767,306,0,0,0,0,1
188.0,8190,773,320,0,0,0,0,1
188.0,8190,755,317,0,0,0,0,1
188.0,8190,760,313,0,0,0,0,1
188.0,8190,773,297,0,0,0,0,1
188.0,8190,769,320,0,0,0,0,1
188.0,8191,771,308,0,0,0,0,1
188.0,8190,783,310,0,0,0,0,1
188.0,8191,764,310,0,0,0,0,1
188.0,8191,757,309,0,0,0,0,1
188.0,8190,742,317,0,0,0,0,1
188.0,8190,748,305,0,0,0,0,1
188.0,8190,758,310,0,0,0,0,1
188.0,8190,752,316,0,0,0,0,1
188.0,8190,772,310,0,0,0,0,1
188.0,8190,768,306,0,0,0,0,1
188.0,8190,754,311,0,0,0,0,1
188.0,8190,768,314,0,0,0,0,1
188.0,8190,753,312,0,0,0,0,1
188.0,8190,745,315,0,0,0,0,1
188.0,8190,769,310,0,0,0,0,1
188.0,8190,755,318,0,0,0,0,1
188.0,8190,773,315,0,0,0,0,1
188.0,8190,768,326,0,0,0,0,1
188.0,8191,765,315,0,0,0,0,1
188.0,8190,770,310,0,0,0,0,1
188.0,8190,763,310,0,0,0,0,1
188.0,8190,767,320,0,0,0,0,1
188.0,8190,773,324,0,0,0,0,1
188.0,8191,774,306,0,0,0,0,1
188.0,8190,769,302,0,0,0,0,1
188.0,8190,766,311,0,0,0,0,1
188.0,8190,768,317,0,0,0,0,1
188.0,8190,777,310,0,0,0,0,1
188.0,8190,772,322,0,0,0,0,1
188.0,8190,761,317,0,0,0,0,1
188.0,8190,752,329,0,0,0,0,1
188.0,8190,762,310,0,0,0,0,1
188.0,8190,777,313,0,0,0,0,1
188.0,8190,772,306,0,0,0,0,1
188.0,8190,759,313,0,0,0,0,1
188.0,8190,770,308,0,0,0,0,1
188.0,8190,744,307,0,0,0,0,1
188.0,8190,734,290,0,0,0,0,1
188.0,8190,776,263,0,0,0,0,1
188.0,8190,818,317,0,0,0,0,1
188.0,8190,820,309,0,0,0,0,1
188.0,8190,762,262,0,0,0,0,1
188.0,8190,708,317,0,0,0,0,1
188.0,8190,748,318,0,0,0,0,1
188.0,8190,780,317,0,0,0,0,1
188.0,8190,815,335,0,0,0,0,1
188.0,8190,814,339,0,0,0,0,1
188.0,8191,726,326,0,0,0,0,1
188.0,8190,679,313,0,0,0,0,1
188.0,8190,723,282,0,0,0,0,1
188.0,8190,768,282,0,0,0,0,1
188.0,8190,717,273,0,0,0,0,1
188.0,8190,699,316,0,0,0,0,1
188.0,8191,763,339,0,0,0,0,1
188.0,8191,782,364,0,0,0,0,1
188.0,8190,751,368,0,0,0,0,1
188.0,8191,673,320,0,0,0,0,1
188.0,8190,639,309,0,0,0,0,1
188.0,8190,707,265,0,0,0,0,1
188.0,8191,747,316,0,0,0,0,1
188.0,8190,757,8191,0,0,0,0,1
188.0,8190,670,8190,0,0,0,0,1
188.0,8190,639,335,0,0,0,0,1
188.0,8190,665,326,0,0,0,0,1
188.0,8191,738,359,0,0,0,0,1
188.0,8191,736,419,0,0,0,0,1
188.0,8191,717,411,0,0,0,0,1
188.0,8191,666,8191,0,0,0,0,1
188.0,8191,631,8191,0,0,0,0,1
188.0,8190,630,8191,0,0,0,0,1
188.0,8190,636,244,0,0,0,0,1
188.0,8190,682,271,0,0,0,0,1
188.0,8191,746,273,0,0,0,0,1
188.0,8190,8190,343,0,0,0,0,1
188.0,8191,8191,356,0,0,0,0,1
188.0,8191,8191,8191,0,0,0,0,1
188.0,8190,737,8191,0,0,0,0,1
188.0,8190,665,8190,0,0,0,0,1
188.0,8190,612,8191,0,0,0,0,1
188.0,8190,633,8191,0,0,0,0,1
188.0,8190,647,8191,0,0,0,0,1
188.0,8190,676,225,0,0,0,0,1
188.0,8190,737,8191,0,0,0,0,1
188.0,8190,811,8191,0,0,0,0,1
188.0,8191,8191,8191,0,0,0,0,1
188.0,8191,8191,8191,0,0,0,0,1
188.0,8191,8191,8191,0,0,0,0,1
188.0,8191,8191,8191,0,0,0,0,1
188.0,8191,8191,8191,0,0,0,0,1
188.0,8191,8190,8191,0,0,0,0,1
188.0,8191,8190,8191,0,0,0,0,1
188.0,8191,8191,8191,0,0,0,0,1
188.0,8191,8191,8191,0,0,0,0,1
188.0,8190,8191,8191,0,0,0,0,1
188.0,8191,8191,357,0,0,0,0,1
188.0,8191,8190,8191,0,0,0,0,1
188.0,8191,8190,8191,0,0,0,0,1
188.0,8191,8191,331,0,0,0,0,1
188.0,8191,8191,8191,0,0,0,0,1
188.0,8190,8191,8191,0,0,0,0,1
188.0,8191,8190,8191,0,0,0,0,1
188.0,8191,8191,8191,0,0,0,0,1
188.0,8191,8191,8191,0,0,0,0,1
188.0,8191,8190,8191,0,0,0,0,1
188.0,8191,8191,8191,0,0,0,0,1
188.0,8191,8190,8191,0,0,0,0,1
188.0,8191,8190,8191,0,0,0,0,1
188.0,8191,8191,8191,0,0,0,0,1
188.0,8191,8190,8191,0,0,0,0,1
188.0,8191,8191,8191,0,0,0,0,1
188.0,8191,8191,8191,0,0,0,0,1
188.0,8191,8191,8191,0,0,0,0,1
188.0,8191,8190,8191,0,0,0,0,1
188.0,8191,8191,8191,0,0,0,0,1
188.0,8191,8191,8191,0,0,0,0,1
188.0,8191,8191,8191,0,0,0,0,1
188.0,8191,8190,8191,0,0,0,0,1
188.0,8191,8190,8191,0,0,0,0,1
188.0,8191,8191,8191,0,0,0,0,1
188.0,8191,8191,8191,0,0,0,0,1
188.0,8191,8191,8191,0,0,0,0,1
188.0,8191,8190,8191,0,0,0,0,1
188.0,8191,8191,8191,0,0,0,0,1
188.0,8191,8190,8191,0,0,0,0,1
188.0,8191,8191,8191,0,0,0,0,1
188.0,8191,8191,8191,0,0,0,0,1
188.0,8191,8190,8191,0,0,0,0,1
188.0,8190,8191,8191,0,0,0,0,1
188.0,8191,8191,8191,0,0,0,0,1
188.0,8190,750,8191,0,0,0,0,1
188.0,8190,657,253,0,0,0,0,1
188.0,8190,625,8191,0,0,0,0,1
188.0,8190,664,8191,0,0,0,0,1
188.0,8191,682,8191,0,0,0,0,1
188.0,8191,668,8191,0,0,0,0,1
188.0,8191,632,8191,0,0,0,0,1
188.0,8190,654,8190,0,0,0,0,1
188.0,8190,672,262,0,0,0,0,1
188.0,8190,646,8191,0,0,0,0,1
188.0,8191,643,322,0,0,0,0,1
188.0,8191,667,8191,0,0,0,0,1
188.0,8191,663,8191,0,0,0,0,1
188.0,8190,637,8191,0,0,0,0,1
188.0,8190,642,248,0,0,0,0,1
188.0,8190,743,8191,0,0,0,0,1
188.0,8191,734,8191,0,0,0,0,1
188.0,8190,684,233,0,0,0,0,1
188.0,8191,650,337,0,0,0,0,1
188.0,8191,704,344,0,0,0,0,1
188.0,8191,743,449,0,0,0,0,1
188.0,8190,774,465,0,0,0,0,1
188.0,8191,768,440,0,0,0,0,1
188.0,8191,701,393,0,0,0,0,1
188.0,8191,651,8191,0,0,0,0,1
188.0,8191,620,8191,0,0,0,0,1
188.0,8190,636,260,0,0,0,0,1
188.0,8190,668,262,0,0,0,0,1
188.0,8190,628,305,0,0,0,0,1
188.0,8190,629,334,0,0,0,0,1
188.0,8191,660,337,0,0,0,0,1
188.0,8191,657,348,0,0,0,0,1
188.0,8191,650,326,0,0,0,0,1
188.0,8190,621,322,0,0,0,0,1
188.0,8190,659,264,0,0,0,0,1
188.0,8191,756,8191,0,0,0,0,1
188.0,8190,872,8191,0,0,0,0,1
188.0,8190,741,8191,0,0,0,0,1
188.0,8190,636,8191,0,0,0,0,1
188.0,8191,617,8191,0,0,0,0,1
188.0,8191,639,8191,0,0,0,0,1
188.0,8191,647,8191,0,0,0,0,1
188.0,8191,626,8191,0,0,0,0,1
188.0,8190,635,8191,0,0,0,0,1
188.0,8190,639,8191,0,0,0,0,1
188.0,8191,614,8191,0,0,0,0,1
188.0,8191,616,8191,0,0,0,0,1
188.0,8190,633,8191,0,0,0,0,1
188.0,8191,655,8191,0,0,0,0,1
188.0,8191,642,8191,0,0,0,0,1
188.0,157,73,19,1,0,0,0,0
188.0,155,75,19,1,0,0,0,0
188.0,153,73,19,1,0,0,0,0
188.0,151,72,16,1,0,0,0,0
188.0,152,72,19,1,0,0,0,0
188.0,152,69,19,1,0,0,0,0
188.0,150,70,19,1,0,0,0,0
188.0,150,65,21,1,0,0,0,0
188.0,148,65,19,1,0,0,0,0
188.0,151,64,17,1,0,0,0,0
188.0,150,65,18,1,0,0,0,0
188.0,151,64,20,1,0,0,0,0
188.0,151,65,20,1,0,0,0,0
188.0,152,60,18,1,0,0,0,0
188.0,154,61,18,1,0,0,0,0
188.0,152,62,21,1,0,0,0,0
188.0,154,62,18,1,0,0,0,0
188.0,154,63,17,1,0,0,0,0
188.0,152,62,19,1,0,0,0,0
188.0,155,63,19,1,0,0,0,0
188.0,154,58,20,1,0,0,0,0
188.0,153,58,19,1,0,0,0,0
188.0,153,58,19,1,0,0,0,0
188.0,155,62,21,1,0,0,0,0
188.0,157,59,22,1,0,0,0,0
188.0,156,60,20,1,0,0,0,0
188.0,152,60,18,1,0,0,0,0
188.0,152,59,17,1,0,0,0,0
188.0,143,60,20,1,0,0,0,0
188.0,144,58,21,1,0,0,0,0
188.0,148,57,17,1,0,0,0,0
188.0,146,54,18,1,0,0,0,0
188.0,144,52,19,1,0,0,0,0
188.0,146,53,18,1,0,0,0,0
188.0,146,56,19,1,0,0,0,0
188.0,142,55,21,1,0,0,0,0
188.0,147,54,18,1,0,0,0,0
188.0,145,57,17,1,0,0,0,0
188.0,147,57,20,1,0,0,0,0
188.0,147,54,21,1,0,0,0,0
188.0,146,55,18,1,0,0,0,0
188.0,146,56,21,1,0,0,0,0
188.0,146,53,19,1,0,0,0,0
188.0,145,53,19,1,0,0,0,0
188.0,144,49,21,1,0,0,0,0
188.0,148,48,20,1,0,0,0,0
188.0,145,49,19,1,0,0,0,0
188.0,146,49,19,1,0,0,0,0
188.0,143,46,20,1,0,0,0,0
188.0,143,45,19,1,0,0,0,0
188.0,146,43,20,1,0,0,0,0
188.0,148,42,19,1,0,0,0,0
188.0,146,40,18,1,0,0,0,0
188.0,148,41,20,1,0,0,0,0
188.0,147,40,18,1,0,0,0,0
188.0,144,41,19,1,0,0,0,0
188.0,143,40,19,1,0,0,0,0
188.0,146,38,20,1,0,0,0,0
188.0,145,39,18,1,0,0,0,0
188.0,146,40,18,1,0,0,0,0
188.0,145,41,20,1,0,0,0,0
188.0,146,37,18,1,0,0,0,0
188.0,146,39,19,1,0,0,0,0
188.0,150,40,19,1,0,0,0,0
