

===start===
|8191|8191|804|e|
|8190|8190|799|e|
|8190|8191|822|e|
|8191|8191|815|e|
|8190|8191|809|e|
|8190|8191|809|e|
|8191|8191|805|e|
|8190|8191|818|e|
|8190|8191|789|e|
|8191|8191|781|e|
|8191|8191|867|e|
|8191|8191|900|e|
|8191|8190|926|e|
|8191|8190|931|e|
|8191|8190|941|e|
|8190|8191|752|e|
|8191|8191|875|e|
|8190|8190|887|e|
|967|8191|936|e|
|994|8191|887|e|
|1018|8191|868|e|
|1092|8191|913|e|
|1113|8191|896|e|
|1196|8191|910|e|
|1205|8191|916|e|
|1224|8191|907|e|
|1223|8191|917|e|
|1212|8191|912|e|
|1185|8190|918|e|
|1143|965|906|e|
|1125|8191|909|e|
|1079|1013|974|e|
|1001|8190|940|e|
|975|8191|924|e|
|976|8191|902|e|
|8191|8191|31|e|
|8191|8191|25|e|
|8191|8191|26|e|
|8190|8190|8191|e|
|8191|208|8191|e|
|8190|142|8191|e|
|8191|61|77|e|
|8190|47|77|e|
|8190|66|20|e|
|8190|80|52|e|
|8190|100|169|e|
|8190|8191|8191|e|
|8190|8191|8191|e|
|8191|8190|8191|e|
|8190|8190|8191|e|
===start===
|217|28|33|g|
|220|26|32|g|
|220|29|33|g|
|220|30|34|g|
|224|28|34|g|
|221|31|34|g|
|223|31|33|g|
|218|30|34|g|
|214|27|31|g|
|214|28|33|g|
|215|28|32|g|
|215|26|33|g|
|218|26|33|g|
|216|26|33|g|
|214|30|36|g|
|214|27|35|g|
|214|27|35|g|
|211|30|33|g|
|207|28|38|g|
|206|31|33|g|
|208|34|33|g|
|203|32|33|g|
|206|33|34|g|
|209|33|35|g|
|209|30|34|g|
|209|31|33|g|
|207|27|33|g|
|210|31|31|g|
|211|30|34|g|
|206|29|35|g|
|202|34|33|g|
|205|35|35|g|
|209|34|32|g|
|215|34|33|g|
|220|32|33|g|
|217|27|34|g|
|213|33|32|g|
|214|27|32|g|
|215|31|34|g|
|217|30|32|g|
|218|28|33|g|
|227|30|35|g|
|227|29|33|g|
|226|30|32|g|
|228|31|35|g|
|229|31|31|g|
|228|29|34|g|
|229|32|34|g|
|229|32|32|g|
|230|32|32|g|
|230|33|34|g|
|228|34|34|g|
|225|32|32|g|
|227|32|31|g|
|225|34|32|g|
|227|35|33|g|
|230|31|33|g|
|229|32|33|g|
|229|30|31|g|
|229|30|35|g|
|231|30|34|g|
|234|31|31|g|
|234|29|33|g|
|234|31|32|g|
|233|29|32|g|
|236|31|32|g|
|231|31|31|g|
|232|30|33|g|
|225|30|33|g|
|228|33|32|g|
|226|31|33|g|
|229|35|33|g|
|225|35|34|g|
|225|33|31|g|
|225|32|34|g|
|225|29|32|g|
|226|31|32|g|
|225|31|33|g|
|229|33|33|g|
|230|33|33|g|
|230|31|32|g|
|229|31|34|g|
|228|31|34|g|
|228|33|35|g|
|229|32|32|g|
|227|30|31|g|
|228|30|31|g|
|231|32|30|g|
|232|30|33|g|
|231|30|34|g|
|229|31|35|g|
|228|31|35|g|
|230|35|29|g|
|228|33|33|g|
|231|33|32|g|
|230|32|34|g|
|232|32|33|g|
|228|31|35|g|
|231|32|33|g|
|236|34|32|g|
|238|33|33|g|
|231|37|32|g|
|229|39|31|g|
|227|37|33|g|
|232|41|33|g|
|233|40|33|g|
|227|42|33|g|
|228|45|34|g|
|237|43|33|g|
|233|44|33|g|
|237|43|34|g|
|239|44|34|g|
|239|42|32|g|
|236|46|33|g|
|235|44|32|g|
|238|45|30|g|
|238|38|33|g|
|239|41|34|g|
|241|38|33|g|
|239|38|31|g|
|240|39|35|g|
|240|38|33|g|
|236|39|33|g|
|240|40|35|g|
|241|38|36|g|
|241|39|34|g|
|240|41|34|g|
|238|38|31|g|
|240|39|34|g|
|240|36|34|g|
|242|38|31|g|
|240|37|34|g|
|241|37|31|g|
|241|38|35|g|
|241|39|33|g|
|237|39|33|g|
|240|37|33|g|
|241|38|32|g|
|243|43|31|g|
|240|45|35|g|
|241|42|34|g|
|248|42|35|g|
|251|45|32|g|
|250|43|33|g|
|248|44|33|g|
|244|41|33|g|
|243|38|32|g|
|244|36|34|g|
|244|39|34|g|
|245|41|35|g|
|248|40|34|g|
|246|42|33|g|
|249|39|35|g|
|247|38|34|g|
|251|38|33|g|
|254|42|33|g|
|259|45|33|g|
|257|45|32|g|
|259|45|32|g|
|258|44|35|g|
|258|45|33|g|
|258|45|33|g|
|259|45|33|g|
|257|42|33|g|
|255|41|32|g|
|253|40|33|g|
|254|41|33|g|
|253|42|33|g|
|260|40|33|g|
|258|40|33|g|
|252|36|33|g|
|255|36|33|g|
|245|41|33|g|
|246|39|31|g|
|245|37|32|g|
|244|40|35|g|
|248|38|33|g|
|245|38|33|g|
|245|38|33|g|
|240|36|33|g|
|244|39|35|g|
|245|38|34|g|
|243|39|33|g|
|247|39|33|g|
|244|38|34|g|
|245|38|34|g|
|247|38|32|g|
|244|39|34|g|
|245|37|32|g|
|245|39|32|g|
|244|35|33|g|
|249|38|31|g|
|246|38|34|g|
|248|39|33|g|
|243|37|33|g|
|247|38|31|g|
|247|36|32|g|
|244|36|34|g|
|248|36|33|g|
|245|38|34|g|
|251|38|32|g|
|254|37|32|g|
|256|37|32|g|
|256|40|33|g|
|256|38|33|g|
|256|37|34|g|
|254|39|35|g|
|253|37|32|g|
|254|39|32|g|
|252|36|33|g|
|251|36|35|g|
|250|37|32|g|
|250|37|32|g|
|243|35|33|g|
|248|38|32|g|
|246|36|32|g|
|246|37|33|g|
|248|34|31|g|
|248|36|33|g|
|250|38|32|g|
|245|36|32|g|
|250|36|34|g|
|251|37|34|g|
|251|37|33|g|
|248|37|31|g|
|249|37|30|g|
|248|40|34|g|
|251|39|32|g|
|250|41|31|g|
|253|40|32|g|
|250|41|32|g|
|251|41|33|g|
|251|42|29|g|
|257|43|31|g|
|257|46|32|g|
|263|44|35|g|
|266|44|34|g|
|265|45|31|g|
|265|41|31|g|
|265|43|33|g|
|267|40|33|g|
|264|39|32|g|
|263|41|32|g|
|264|40|32|g|
|261|40|33|g|
|263|40|33|g|
|268|39|32|g|
|263|41|31|g|
|264|41|32|g|
|267|38|32|g|
|8191|146|30|l|
|8190|145|31|l|
|8190|147|32|l|
|8190|146|32|l|
|8190|147|30|l|
|8190|145|30|l|
|8190|145|32|l|
|8190|147|31|l|
|8191|146|30|l|
|8190|147|29|l|
|8190|146|31|l|
|8190|145|28|l|
|8190|146|29|l|
|8190|147|31|l|
|8190|145|30|l|
|8190|144|29|l|
|8190|145|27|l|
|8190|145|28|l|
|8190|143|33|l|
|8190|143|28|l|
|8190|144|32|l|
|8190|147|28|l|
|8190|143|31|l|
|8190|144|28|l|
|8190|146|31|l|
|8190|142|28|l|
|8190|144|28|l|
|8190|143|30|l|
|8190|145|30|l|
|8190|144|30|l|
|8190|146|28|l|
|8190|145|32|l|
|8190|146|29|l|
|8190|145|30|l|
|8190|143|31|l|
|8190|144|30|l|
|8190|144|26|l|
|8190|143|32|l|
|8190|144|29|l|
|8190|145|33|l|
|8190|146|32|l|
|8190|144|32|l|
|8190|144|30|l|
|8190|145|30|l|
|8190|143|29|l|
|8190|145|31|l|
|8190|144|32|l|
|8190|144|29|l|
|8190|144|30|l|
|8190|146|28|l|
|8190|143|29|l|
|8190|142|29|l|
|8190|144|29|l|
|8190|143|31|l|
|8190|141|32|l|
|8190|143|30|l|
|8190|143|31|l|
|8190|142|31|l|
|8190|143|32|l|
|8190|142|29|l|
|8190|143|31|l|
|8190|143|31|l|
|8190|144|33|l|
|8190|144|30|l|
|8190|143|32|l|
|8190|145|30|l|
|8190|145|28|l|
|8190|144|29|l|
|8190|145|30|l|
|8190|145|30|l|
|8190|144|30|l|
|8190|144|30|l|
|8190|145|31|l|
|8190|146|31|l|
|8190|145|30|l|
|8190|144|30|l|
|8190|144|31|l|
|8190|145|30|l|
|8190|143|30|l|
|8190|146|31|l|
|8190|143|31|l|
|8190|142|30|l|
|8190|145|30|l|
|8190|144|30|l|
|8190|143|30|l|
|8190|143|28|l|
|8190|145|30|l|
|8190|146|30|l|
|8190|145|31|l|
|8190|145|29|l|
|8190|143|32|l|
|8190|143|29|l|
|8190|142|29|l|
|8190|143|30|l|
|8190|145|29|l|
|8190|143|29|l|
|8190|144|29|l|
|8190|145|29|l|
|8190|143|29|l|
|8190|143|29|l|
|8190|143|29|l|
|8190|143|30|l|
|8190|144|30|l|
|8190|144|28|l|
|8190|143|32|l|
|8190|144|32|l|
|8190|144|29|l|
|8190|143|27|l|
|8190|143|31|l|
|8190|143|29|l|
|8190|144|28|l|
|8190|143|29|l|
|8190|143|29|l|
|8190|144|31|l|
|8190|144|28|l|
|8190|144|32|l|
|8190|143|29|l|
|8190|142|29|l|
|8190|143|28|l|
|8190|145|33|l|
|8190|143|31|l|
|8190|145|29|l|
|8190|145|31|l|
|8190|144|29|l|
|8190|143|30|l|
|8190|147|31|l|
|8190|146|31|l|
|8190|147|31|l|
|8190|145|33|l|
|8190|145|33|l|
|8191|144|30|l|
|8190|148|32|l|
|8190|150|33|l|
|8190|149|32|l|
|8190|151|30|l|
|8190|152|30|l|
|8190|151|32|l|
|8190|153|33|l|
|8190|152|32|l|
|8190|153|31|l|
|8190|150|30|l|
|8190|150|31|l|
|8190|149|32|l|
|8190|149|30|l|
|8190|148|31|l|
|8190|149|31|l|
|8190|149|32|l|
|8190|149|32|l|
|8190|149|31|l|
|8190|149|31|l|
|8190|147|32|l|
|8190|147|32|l|
|8190|147|31|l|
|8190|146|34|l|
|8190|146|32|l|
|8190|147|30|l|
|8190|146|30|l|
|8190|145|30|l|
|8190|146|31|l|
|8190|145|33|l|
|8190|145|31|l|
|8190|145|30|l|
|8190|146|31|l|
|8190|145|29|l|
|8190|145|32|l|
|8190|146|31|l|
|8190|147|30|l|
|8190|145|31|l|
|8190|146|33|l|
|8190|144|30|l|
|8190|146|30|l|
|8190|144|30|l|
|8190|145|30|l|
|8190|146|32|l|
|8190|142|29|l|
|8190|142|32|l|
|8190|140|32|l|
|8190|142|31|l|
|8190|141|30|l|
|8190|142|30|l|
|8190|143|32|l|
|8190|142|33|l|
|8190|144|30|l|
|8190|141|30|l|
|8190|144|31|l|
|8190|144|29|l|
|8190|144|30|l|
|8190|142|30|l|
|8190|143|31|l|
|8190|145|29|l|
|8190|145|30|l|
|8190|145|33|l|
|8190|144|30|l|
|8190|146|31|l|
|8190|146|30|l|
|8190|145|30|l|
|8190|147|32|l|
