Identifier,value1,value2,value3,g,l,s,m,e,Goodness
0.9,0.020876572,0.008057624,0.004028812,0,0,0,1,0,75
0.9,0.020876572,0.007935539,0.003784642,0,0,0,1,0,75
0.9,0.020876572,0.008057624,0.003662556,0,0,0,1,0,75
0.9,0.020998657,0.008057624,0.003906727,0,0,0,1,0,75
0.9,0.021486998,0.007813454,0.004028812,0,0,0,1,0,75
0.9,0.021609083,0.007935539,0.003784642,0,0,0,1,0,75
0.9,0.022097424,0.008301795,0.003662556,0,0,0,1,0,75
0.9,0.02246368,0.007935539,0.003662556,0,0,0,1,0,75
0.9,0.02246368,0.008057624,0.003784642,0,0,0,1,0,75
0.9,0.022097424,0.007935539,0.003540471,0,0,0,1,0,75
0.9,0.021975339,0.007935539,0.003296301,0,0,0,1,0,75
0.9,0.022219509,0.008057624,0.003540471,0,0,0,1,0,75
0.9,0.021364913,0.007935539,0.003540471,0,0,0,1,0,75
0.9,0.021242827,0.008057624,0.003418386,0,0,0,1,0,75
0.9,0.021242827,0.008301795,0.004028812,0,0,0,1,0,75
0.9,0.020754487,0.008057624,0.003906727,0,0,0,1,0,75
0.9,0.021364913,0.008301795,0.003784642,0,0,0,1,0,75
0.9,0.021364913,0.007935539,0.003540471,0,0,0,1,0,75
0.9,0.021120742,0.007935539,0.003540471,0,0,0,1,0,75
0.9,0.021853254,0.008057624,0.003662556,0,0,0,1,0,75
0.9,0.020998657,0.008057624,0.003784642,0,0,0,1,0,75
0.9,0.021242827,0.007813454,0.003784642,0,0,0,1,0,75
0.9,0.020876572,0.008179709,0.003784642,0,0,0,1,0,75
0.9,0.020998657,0.00842388,0.003418386,0,0,0,1,0,75
0.9,0.021242827,0.008301795,0.003418386,0,0,0,1,0,75
0.9,0.020754487,0.008545965,0.003540471,0,0,0,1,0,75
0.9,0.020998657,0.008057624,0.003784642,0,0,0,1,0,75
0.9,0.020754487,0.008057624,0.003540471,0,0,0,1,0,75
0.9,0.020876572,0.008301795,0.004028812,0,0,0,1,0,75
0.9,0.020998657,0.008179709,0.003784642,0,0,0,1,0,75
0.9,0.020632401,0.00842388,0.003540471,0,0,0,1,0,75
0.9,0.020632401,0.008057624,0.003784642,0,0,0,1,0,75
0.9,0.020266146,0.008179709,0.003906727,0,0,0,1,0,75
0.9,0.020144061,0.007935539,0.003662556,0,0,0,1,0,75
0.9,0.020510316,0.007935539,0.004272983,0,0,0,1,0,75
0.9,0.020876572,0.008179709,0.003540471,0,0,0,1,0,75
0.9,0.020754487,0.008301795,0.004028812,0,0,0,1,0,75
0.9,0.020510316,0.008057624,0.003540471,0,0,0,1,0,75
0.9,0.020266146,0.008301795,0.004028812,0,0,0,1,0,75
0.9,0.020144061,0.007813454,0.003662556,0,0,0,1,0,75
0.9,0.040898547,0.010743499,0.002197534,1,0,0,0,0,100
0.9,0.040776462,0.010743499,0.002197534,1,0,0,0,0,100
0.9,0.040776462,0.010865584,0.002319619,1,0,0,0,0,100
0.9,0.040043951,0.011109755,0.002441704,1,0,0,0,0,100
0.9,0.03979978,0.010987669,0.00256379,1,0,0,0,0,100
0.9,0.040410206,0.010987669,0.001953363,1,0,0,0,0,100
0.9,0.040532292,0.010987669,0.002075449,1,0,0,0,0,100
0.9,0.040532292,0.010987669,0.002319619,1,0,0,0,0,100
0.9,0.040654377,0.010865584,0.002197534,1,0,0,0,0,100
0.9,0.041020632,0.010987669,0.002075449,1,0,0,0,0,100
0.9,0.041142718,0.010987669,0.002197534,1,0,0,0,0,100
0.9,0.040898547,0.010865584,0.002441704,1,0,0,0,0,100
0.9,0.040532292,0.010987669,0.002441704,1,0,0,0,0,100
0.9,0.040654377,0.010743499,0.002075449,1,0,0,0,0,100
0.9,0.041020632,0.010743499,0.002197534,1,0,0,0,0,100
0.9,0.040776462,0.010743499,0.002441704,1,0,0,0,0,100
0.9,0.041631058,0.010865584,0.002319619,1,0,0,0,0,100
0.9,0.041508973,0.010743499,0.002075449,1,0,0,0,0,100
0.9,0.040776462,0.010865584,0.001831278,1,0,0,0,0,100
0.9,0.040776462,0.010987669,0.002319619,1,0,0,0,0,100
0.9,0.040288121,0.010743499,0.001953363,1,0,0,0,0,100
0.9,0.040288121,0.010621414,0.002319619,1,0,0,0,0,100
0.9,0.040654377,0.010865584,0.002319619,1,0,0,0,0,100
0.9,0.040654377,0.010865584,0.001953363,1,0,0,0,0,100
0.9,0.039921865,0.010865584,0.002197534,1,0,0,0,0,100
0.9,0.040776462,0.010621414,0.002441704,1,0,0,0,0,100
0.9,0.041508973,0.010987669,0.002075449,1,0,0,0,0,100
0.9,0.040043951,0.010743499,0.002197534,1,0,0,0,0,100
0.9,0.040776462,0.010865584,0.002197534,1,0,0,0,0,100
0.9,0.041020632,0.010865584,0.002197534,1,0,0,0,0,100
0.9,0.040166036,0.010743499,0.002075449,1,0,0,0,0,100
0.9,0.03955561,0.010865584,0.002441704,1,0,0,0,0,100
0.9,0.039677695,0.010621414,0.002319619,1,0,0,0,0,100
0.9,0.039677695,0.010621414,0.001831278,1,0,0,0,0,100
0.9,0.03979978,0.010499329,0.002319619,1,0,0,0,0,100
0.9,0.040288121,0.010743499,0.002197534,1,0,0,0,0,100
0.9,0.038823099,0.010743499,0.002197534,1,0,0,0,0,100
0.9,0.040654377,0.010865584,0.002075449,1,0,0,0,0,100
0.9,0.03979978,0.010743499,0.002441704,1,0,0,0,0,100
0.9,0.040166036,0.010743499,0.002197534,1,0,0,0,0,100
0.9,0.039311439,0.010377243,0.002197534,1,0,0,0,0,100
0.9,0.039677695,0.010377243,0.002075449,1,0,0,0,0,100
0.9,0.040166036,0.010621414,0.002319619,1,0,0,0,0,100
0.9,0.040654377,0.010621414,0.002197534,1,0,0,0,0,100
0.9,0.039921865,0.010499329,0.002441704,1,0,0,0,0,100
0.9,0.039677695,0.010865584,0.002319619,1,0,0,0,0,100
0.9,0.039067269,0.010621414,0.002197534,1,0,0,0,0,100
0.9,0.036137224,0.010255158,0.00256379,1,0,0,0,0,100
0.9,0.031986326,0.010255158,0.002319619,1,0,0,0,0,100
0.9,0.02832377,0.009644732,0.002319619,1,0,0,0,0,100
0.9,0.029178366,0.009400562,0.002075449,1,0,0,0,0,100
0.9,0.02856794,0.009278476,0.002319619,1,0,0,0,0,100
0.9,0.02856794,0.009522647,0.002075449,1,0,0,0,0,100
0.9,0.029666707,0.010133073,0.002197534,1,0,0,0,0,100
0.9,0.028812111,0.009644732,0.002319619,1,0,0,0,0,100
0.9,0.028690026,0.009644732,0.002319619,1,0,0,0,0,100
0.9,0.029788793,0.010255158,0.001953363,1,0,0,0,0,100
0.9,0.030643389,0.010255158,0.00256379,1,0,0,0,0,100
0.9,0.030277133,0.010010988,0.002197534,1,0,0,0,0,100
0.9,0.0313759,0.010010988,0.002197534,1,0,0,0,0,100
0.9,0.031620071,0.010255158,0.002197534,1,0,0,0,0,100
0.9,0.031864241,0.010133073,0.002075449,1,0,0,0,0,100
0.9,0.031253815,0.010499329,0.002319619,1,0,0,0,0,100
0.9,0.030643389,0.010377243,0.001953363,1,0,0,0,0,100
0.9,0.031253815,0.010255158,0.001831278,1,0,0,0,0,100
0.9,0.031742156,0.010499329,0.002197534,1,0,0,0,0,100
0.9,0.031742156,0.010255158,0.002197534,1,0,0,0,0,100
0.9,0.031864241,0.010010988,0.002197534,1,0,0,0,0,100
0.9,0.032963008,0.010010988,0.002197534,1,0,0,0,0,100
0.9,0.032718838,0.010010988,0.002319619,1,0,0,0,0,100
0.9,0.032718838,0.010133073,0.002319619,1,0,0,0,0,100
0.9,0.033329264,0.010133073,0.002197534,1,0,0,0,0,100
0.9,0.033207179,0.010133073,0.002075449,1,0,0,0,0,100
0.9,0.032963008,0.010010988,0.002075449,1,0,0,0,0,100
0.9,0.033207179,0.010010988,0.002197534,1,0,0,0,0,100
0.9,0.033329264,0.010010988,0.002197534,1,0,0,0,0,100
0.9,0.033817605,0.010010988,0.001831278,1,0,0,0,0,100
0.9,0.033573434,0.010133073,0.002075449,1,0,0,0,0,100
0.9,0.033817605,0.010010988,0.001953363,1,0,0,0,0,100
0.9,0.033451349,0.009888902,0.002319619,1,0,0,0,0,100
0.9,0.033817605,0.010133073,0.001953363,1,0,0,0,0,100
0.9,0.033451349,0.010377243,0.002441704,1,0,0,0,0,100
0.9,0.033573434,0.010255158,0.001953363,1,0,0,0,0,100
0.9,0.033817605,0.010010988,0.001953363,1,0,0,0,0,100
0.9,0.034061775,0.010010988,0.001953363,1,0,0,0,0,100
0.9,0.033695519,0.010010988,0.002197534,1,0,0,0,0,100
0.9,0.03418386,0.010133073,0.002075449,1,0,0,0,0,100
0.9,0.034672201,0.010133073,0.002319619,1,0,0,0,0,100
0.9,0.034916372,0.010010988,0.00256379,1,0,0,0,0,100
0.9,0.034672201,0.010377243,0.001709193,1,0,0,0,0,100
0.9,0.034794286,0.010133073,0.001831278,1,0,0,0,0,100
0.9,0.035160542,0.010133073,0.002319619,1,0,0,0,0,100
0.9,0.034916372,0.010133073,0.002075449,1,0,0,0,0,100
0.9,0.035038457,0.010133073,0.002197534,1,0,0,0,0,100
0.9,0.034916372,0.009644732,0.002197534,1,0,0,0,0,100
0.9,0.034916372,0.010010988,0.002441704,1,0,0,0,0,100
0.9,0.035038457,0.009644732,0.002075449,1,0,0,0,0,100
0.9,0.034916372,0.010010988,0.002197534,1,0,0,0,0,100
0.9,0.034916372,0.010010988,0.002197534,1,0,0,0,0,100
0.9,0.03393969,0.010010988,0.002197534,1,0,0,0,0,100
0.9,0.03418386,0.010010988,0.002441704,1,0,0,0,0,100
0.9,0.034305946,0.010010988,0.002197534,1,0,0,0,0,100
0.9,0.034061775,0.009888902,0.002319619,1,0,0,0,0,100
0.9,0.034550116,0.010133073,0.001953363,1,0,0,0,0,100
0.9,0.034428031,0.010133073,0.002441704,1,0,0,0,0,100
0.9,0.034672201,0.010133073,0.002319619,1,0,0,0,0,100
0.9,0.034305946,0.009888902,0.002197534,1,0,0,0,0,100
0.9,0.034672201,0.010010988,0.002075449,1,0,0,0,0,100
0.9,0.034428031,0.010010988,0.002075449,1,0,0,0,0,100
0.9,0.034305946,0.009888902,0.002075449,1,0,0,0,0,100
0.9,0.034550116,0.010010988,0.001831278,1,0,0,0,0,100
0.9,0.034305946,0.010010988,0.002441704,1,0,0,0,0,100
0.9,0.03418386,0.010010988,0.002075449,1,0,0,0,0,100
0.9,0.033817605,0.009888902,0.002441704,1,0,0,0,0,100
0.9,0.033695519,0.010010988,0.002441704,1,0,0,0,0,100
0.9,0.034305946,0.010010988,0.001953363,1,0,0,0,0,100
0.9,0.033207179,0.010377243,0.002075449,1,0,0,0,0,100
0.9,0.034061775,0.010010988,0.002075449,1,0,0,0,0,100
0.9,0.033695519,0.010010988,0.002075449,1,0,0,0,0,100
0.9,0.03418386,0.010010988,0.002441704,1,0,0,0,0,100
0.9,0.034672201,0.009888902,0.002319619,1,0,0,0,0,100
0.9,0.034794286,0.009888902,0.002685875,1,0,0,0,0,100
0.9,0.034794286,0.009888902,0.002075449,1,0,0,0,0,100
0.9,0.034550116,0.009766817,0.002319619,1,0,0,0,0,100
0.9,0.034672201,0.009766817,0.00256379,1,0,0,0,0,100
0.9,0.034794286,0.010133073,0.002197534,1,0,0,0,0,100
0.9,0.034916372,0.009888902,0.00256379,1,0,0,0,0,100
0.9,0.035282627,0.009888902,0.002075449,1,0,0,0,0,100
0.9,0.036015139,0.010010988,0.002319619,1,0,0,0,0,100
0.9,0.036381394,0.009766817,0.002441704,1,0,0,0,0,100
0.9,0.036381394,0.009888902,0.002319619,1,0,0,0,0,100
0.9,0.036869735,0.009888902,0.002197534,1,0,0,0,0,100
0.9,0.036625565,0.009888902,0.002197534,1,0,0,0,0,100
0.9,0.037113906,0.010133073,0.002075449,1,0,0,0,0,100
0.9,0.036625565,0.010133073,0.002441704,1,0,0,0,0,100
0.9,0.036869735,0.010255158,0.002197534,1,0,0,0,0,100
0.9,0.036503479,0.010255158,0.002075449,1,0,0,0,0,100
0.9,0.037235991,0.010010988,0.002197534,1,0,0,0,0,100
0.9,0.037358076,0.010377243,0.002319619,1,0,0,0,0,100
0.9,0.037235991,0.009766817,0.002075449,1,0,0,0,0,100
0.9,0.036869735,0.010133073,0.002319619,1,0,0,0,0,100
0.9,0.03674765,0.010133073,0.002319619,1,0,0,0,0,100
0.9,0.036869735,0.010377243,0.002197534,1,0,0,0,0,100
0.9,0.036869735,0.010377243,0.002441704,1,0,0,0,0,100
0.9,0.037602246,0.010255158,0.001953363,1,0,0,0,0,100
0.9,0.03674765,0.010377243,0.002319619,1,0,0,0,0,100
0.9,0.032230497,0.010499329,0.002197534,1,0,0,0,0,100
0.9,0.029788793,0.010010988,0.002197534,1,0,0,0,0,100
0.9,0.029178366,0.009888902,0.002319619,1,0,0,0,0,100
0.9,0.031253815,0.009766817,0.002441704,1,0,0,0,0,100
0.9,0.031497986,0.009888902,0.002197534,1,0,0,0,0,100
0.9,0.0313759,0.009522647,0.002685875,1,0,0,0,0,100
0.9,0.031620071,0.009522647,0.002441704,1,0,0,0,0,100
0.9,0.031742156,0.009400562,0.002197534,1,0,0,0,0,100
0.9,0.031742156,0.009644732,0.002319619,1,0,0,0,0,100
0.9,0.031620071,0.009888902,0.002197534,1,0,0,0,0,100
0.9,0.03088756,0.009766817,0.002319619,1,0,0,0,0,100
0.9,0.031742156,0.009888902,0.002441704,1,0,0,0,0,100
0.9,0.031497986,0.009766817,0.002075449,1,0,0,0,0,100
0.9,0.0313759,0.009644732,0.002441704,1,0,0,0,0,100
0.9,0.030765474,0.009644732,0.002319619,1,0,0,0,0,100
0.9,0.031253815,0.009644732,0.00256379,1,0,0,0,0,100
0.9,0.030399219,0.009766817,0.00256379,1,0,0,0,0,100
0.9,0.03088756,0.009522647,0.002441704,1,0,0,0,0,100
0.9,0.03113173,0.009400562,0.002319619,1,0,0,0,0,100
0.9,0.031620071,0.009644732,0.002319619,1,0,0,0,0,100
0.9,0.031986326,0.009644732,0.002319619,1,0,0,0,0,100
0.9,0.031742156,0.009644732,0.002319619,1,0,0,0,0,100
0.9,0.032108412,0.009766817,0.002441704,1,0,0,0,0,100
0.9,0.032474667,0.009766817,0.002441704,1,0,0,0,0,100
0.9,0.032352582,0.009644732,0.002319619,1,0,0,0,0,100
0.9,0.032108412,0.009522647,0.002319619,1,0,0,0,0,100
0.9,0.031620071,0.009766817,0.002441704,1,0,0,0,0,100
0.9,0.032230497,0.009766817,0.002197534,1,0,0,0,0,100
0.9,0.032108412,0.009888902,0.002197534,1,0,0,0,0,100
0.9,0.031742156,0.009888902,0.002319619,1,0,0,0,0,100
0.9,0.032352582,0.009766817,0.002685875,1,0,0,0,0,100
0.9,0.031864241,0.009644732,0.002441704,1,0,0,0,0,100
0.9,0.0313759,0.009522647,0.001953363,1,0,0,0,0,100
0.9,0.031497986,0.009644732,0.002685875,1,0,0,0,0,100
0.9,0.031742156,0.009644732,0.001953363,1,0,0,0,0,100
0.9,0.031742156,0.009766817,0.002075449,1,0,0,0,0,100
0.9,0.031986326,0.009644732,0.002441704,1,0,0,0,0,100
0.9,0.031497986,0.009644732,0.002685875,1,0,0,0,0,100
0.9,0.031742156,0.009644732,0.00256379,1,0,0,0,0,100
0.9,0.031864241,0.009888902,0.002685875,1,0,0,0,0,100
0.9,0.032230497,0.009766817,0.002197534,1,0,0,0,0,100
0.9,0.032840923,0.009522647,0.002441704,1,0,0,0,0,100
0.9,0.033451349,0.009644732,0.00256379,1,0,0,0,0,100
0.9,0.033085093,0.009766817,0.00256379,1,0,0,0,0,100
0.9,0.032840923,0.009644732,0.002319619,1,0,0,0,0,100
0.9,0.033207179,0.009644732,0.002319619,1,0,0,0,0,100
0.9,0.033207179,0.009888902,0.002075449,1,0,0,0,0,100
0.9,0.032718838,0.009644732,0.002685875,1,0,0,0,0,100
0.9,0.032718838,0.009644732,0.00256379,1,0,0,0,0,100
0.9,0.032352582,0.009766817,0.002319619,1,0,0,0,0,100
0.9,0.032718838,0.009766817,0.002319619,1,0,0,0,0,100
0.9,0.032718838,0.009644732,0.002075449,1,0,0,0,0,100
0.9,0.032474667,0.009522647,0.002197534,1,0,0,0,0,100
0.9,0.032474667,0.009522647,0.002197534,0,0,0,0,0,0
0.94,1,0.093761445,0.037724332,0,0,0,0,1,0
0.94,0.999877915,0.094005616,0.039677695,0,0,0,0,1,0
0.94,0.999877915,0.094860212,0.036869735,0,0,0,0,1,0
0.94,0.999877915,0.093151019,0.039677695,0,0,0,0,1,0
0.94,0.999877915,0.092296423,0.038334758,0,0,0,0,1,0
0.94,0.999877915,0.094005616,0.037480161,0,0,0,0,1,0
0.94,0.999877915,0.092418508,0.037724332,0,0,0,0,1,0
0.94,0.999877915,0.092662679,0.038578928,0,0,0,0,1,0
0.94,1,0.094371872,0.038334758,0,0,0,0,1,0
0.94,0.999877915,0.094371872,0.038456843,0,0,0,0,1,0
0.94,0.999877915,0.092418508,0.038945184,0,0,0,0,1,0
0.94,0.999877915,0.092296423,0.038945184,0,0,0,0,1,0
0.94,0.999877915,0.092174338,0.040043951,0,0,0,0,1,0
0.94,0.999877915,0.091319741,0.038945184,0,0,0,0,1,0
0.94,0.999877915,0.09363936,0.037358076,0,0,0,0,1,0
0.94,0.999877915,0.094371872,0.039067269,0,0,0,0,1,0
0.94,0.999877915,0.092174338,0.038701013,0,0,0,0,1,0
0.94,0.999877915,0.092784764,0.038212672,0,0,0,0,1,0
0.94,0.999877915,0.094371872,0.036259309,0,0,0,0,1,0
0.94,0.999877915,0.093883531,0.039067269,0,0,0,0,1,0
0.94,1,0.094127701,0.037602246,0,0,0,0,1,0
0.94,0.999877915,0.095592724,0.037846417,0,0,0,0,1,0
0.94,1,0.093273105,0.037846417,0,0,0,0,1,0
0.94,1,0.092418508,0.037724332,0,0,0,0,1,0
0.94,0.999877915,0.09058723,0.038701013,0,0,0,0,1,0
0.94,0.999877915,0.091319741,0.037235991,0,0,0,0,1,0
0.94,0.999877915,0.092540593,0.037846417,0,0,0,0,1,0
0.94,0.999877915,0.091808082,0.038578928,0,0,0,0,1,0
0.94,0.999877915,0.094249786,0.037846417,0,0,0,0,1,0
0.94,0.999877915,0.093761445,0.037358076,0,0,0,0,1,0
0.94,0.999877915,0.092052252,0.037968502,0,0,0,0,1,0
0.94,0.999877915,0.093761445,0.038334758,0,0,0,0,1,0
0.94,0.999877915,0.091930167,0.038090587,0,0,0,0,1,0
0.94,0.999877915,0.090953486,0.038456843,0,0,0,0,1,0
0.94,0.999877915,0.093883531,0.037846417,0,0,0,0,1,0
0.94,0.999877915,0.092174338,0.038823099,0,0,0,0,1,0
0.94,0.999877915,0.094371872,0.038456843,0,0,0,0,1,0
0.94,0.999877915,0.093761445,0.03979978,0,0,0,0,1,0
0.94,1,0.09339519,0.038456843,0,0,0,0,1,0
0.94,0.999877915,0.094005616,0.037846417,0,0,0,0,1,0
0.94,0.999877915,0.093151019,0.037846417,0,0,0,0,1,0
0.94,0.999877915,0.09363936,0.039067269,0,0,0,0,1,0
0.94,0.999877915,0.094371872,0.03955561,0,0,0,0,1,0
0.94,1,0.094493957,0.037358076,0,0,0,0,1,0
0.94,0.999877915,0.093883531,0.036869735,0,0,0,0,1,0
0.94,0.999877915,0.093517275,0.037968502,0,0,0,0,1,0
0.94,0.999877915,0.093761445,0.038701013,0,0,0,0,1,0
0.94,0.999877915,0.094860212,0.037846417,0,0,0,0,1,0
0.94,0.999877915,0.094249786,0.039311439,0,0,0,0,1,0
0.94,0.999877915,0.092906849,0.038701013,0,0,0,0,1,0
0.94,0.999877915,0.091808082,0.040166036,0,0,0,0,1,0
0.94,0.999877915,0.093028934,0.037846417,0,0,0,0,1,0
0.94,0.999877915,0.094860212,0.038212672,0,0,0,0,1,0
0.94,0.999877915,0.094249786,0.037358076,0,0,0,0,1,0
0.94,0.999877915,0.092662679,0.038212672,0,0,0,0,1,0
0.94,0.999877915,0.094005616,0.037602246,0,0,0,0,1,0
0.94,0.999877915,0.0908314,0.037480161,0,0,0,0,1,0
0.94,0.999877915,0.089610548,0.035404712,0,0,0,0,1,0
0.94,0.999877915,0.094738127,0.032108412,0,0,0,0,1,0
0.94,0.999877915,0.099865706,0.038701013,0,0,0,0,1,0
0.94,0.999877915,0.100109877,0.037724332,0,0,0,0,1,0
0.94,0.999877915,0.093028934,0.031986326,0,0,0,0,1,0
0.94,0.999877915,0.086436333,0.038701013,0,0,0,0,1,0
0.94,0.999877915,0.091319741,0.038823099,0,0,0,0,1,0
0.94,0.999877915,0.095226468,0.038701013,0,0,0,0,1,0
0.94,0.999877915,0.099499451,0.040898547,0,0,0,0,1,0
0.94,0.999877915,0.099377365,0.041386888,0,0,0,0,1,0
0.94,1,0.088633866,0.03979978,0,0,0,0,1,0
0.94,0.999877915,0.082895861,0.038212672,0,0,0,0,1,0
0.94,0.999877915,0.088267611,0.034428031,0,0,0,0,1,0
0.94,0.999877915,0.093761445,0.034428031,0,0,0,0,1,0
0.94,0.999877915,0.087535099,0.033329264,0,0,0,0,1,0
0.94,0.999877915,0.085337566,0.038578928,0,0,0,0,1,0
0.94,1,0.093151019,0.041386888,0,0,0,0,1,0
0.94,1,0.095470639,0.044439018,0,0,0,0,1,0
0.94,0.999877915,0.091685997,0.044927359,0,0,0,0,1,0
0.94,1,0.08216335,0.039067269,0,0,0,0,1,0
0.94,0.999877915,0.078012453,0.037724332,0,0,0,0,1,0
0.94,0.999877915,0.086314247,0.032352582,0,0,0,0,1,0
0.94,1,0.091197656,0.038578928,0,0,0,0,1,0
0.94,0.999877915,0.092418508,1,0,0,0,0,1,0
0.94,0.999877915,0.081797094,0.999877915,0,0,0,0,1,0
0.94,0.999877915,0.078012453,0.040898547,0,0,0,0,1,0
0.94,0.999877915,0.081186668,0.03979978,0,0,0,0,1,0
0.94,1,0.090098889,0.043828592,0,0,0,0,1,0
0.94,1,0.089854719,0.051153705,0,0,0,0,1,0
0.94,1,0.087535099,0.050177024,0,0,0,0,1,0
0.94,1,0.081308754,1,0,0,0,0,1,0
0.94,1,0.077035771,1,0,0,0,0,1,0
0.94,0.999877915,0.076913686,1,0,0,0,0,1,0
0.94,0.999877915,0.077646197,0.029788793,0,0,0,0,1,0
0.94,0.999877915,0.083262117,0.033085093,0,0,0,0,1,0
0.94,1,0.091075571,0.033329264,0,0,0,0,1,0
0.94,0.999877915,0.999877915,0.041875229,0,0,0,0,1,0
0.94,1,1,0.043462337,0,0,0,0,1,0
0.94,1,1,1,0,0,0,0,1,0
0.94,0.999877915,0.089976804,1,0,0,0,0,1,0
0.94,0.999877915,0.081186668,0.999877915,0,0,0,0,1,0
0.94,0.999877915,0.074716152,1,0,0,0,0,1,0
0.94,0.999877915,0.077279941,1,0,0,0,0,1,0
0.94,0.999877915,0.078989134,1,0,0,0,0,1,0
0.94,0.999877915,0.082529606,0.027469173,0,0,0,0,1,0
0.94,0.999877915,0.089976804,1,0,0,0,0,1,0
0.94,0.999877915,0.09901111,1,0,0,0,0,1,0
0.94,1,1,1,0,0,0,0,1,0
0.94,1,1,1,0,0,0,0,1,0
0.94,1,1,1,0,0,0,0,1,0
0.94,1,1,1,0,0,0,0,1,0
0.94,1,1,1,0,0,0,0,1,0
0.94,1,0.999877915,1,0,0,0,0,1,0
0.94,1,0.999877915,1,0,0,0,0,1,0
0.94,1,1,1,0,0,0,0,1,0
0.94,1,1,1,0,0,0,0,1,0
0.94,0.999877915,1,1,0,0,0,0,1,0
0.94,1,1,0.043584422,0,0,0,0,1,0
0.94,1,0.999877915,1,0,0,0,0,1,0
0.94,1,0.999877915,1,0,0,0,0,1,0
0.94,1,1,0.040410206,0,0,0,0,1,0
0.94,1,1,1,0,0,0,0,1,0
0.94,0.999877915,1,1,0,0,0,0,1,0
0.94,1,0.999877915,1,0,0,0,0,1,0
0.94,1,1,1,0,0,0,0,1,0
0.94,1,1,1,0,0,0,0,1,0
0.94,1,0.999877915,1,0,0,0,0,1,0
0.94,1,1,1,0,0,0,0,1,0
0.94,1,0.999877915,1,0,0,0,0,1,0
0.94,1,0.999877915,1,0,0,0,0,1,0
0.94,1,1,1,0,0,0,0,1,0
0.94,1,0.999877915,1,0,0,0,0,1,0
0.94,1,1,1,0,0,0,0,1,0
0.94,1,1,1,0,0,0,0,1,0
0.94,1,1,1,0,0,0,0,1,0
0.94,1,0.999877915,1,0,0,0,0,1,0
0.94,1,1,1,0,0,0,0,1,0
0.94,1,1,1,0,0,0,0,1,0
0.94,1,1,1,0,0,0,0,1,0
0.94,1,0.999877915,1,0,0,0,0,1,0
0.94,1,0.999877915,1,0,0,0,0,1,0
0.94,1,1,1,0,0,0,0,1,0
0.94,1,1,1,0,0,0,0,1,0
0.94,1,1,1,0,0,0,0,1,0
0.94,1,0.999877915,1,0,0,0,0,1,0
0.94,1,1,1,0,0,0,0,1,0
0.94,1,0.999877915,1,0,0,0,0,1,0
0.94,1,1,1,0,0,0,0,1,0
0.94,1,1,1,0,0,0,0,1,0
0.94,1,0.999877915,1,0,0,0,0,1,0
0.94,0.999877915,1,1,0,0,0,0,1,0
0.94,1,1,1,0,0,0,0,1,0
0.94,0.999877915,0.091563912,1,0,0,0,0,1,0
0.94,0.999877915,0.080209987,0.03088756,0,0,0,0,1,0
0.94,0.999877915,0.07630326,1,0,0,0,0,1,0
0.94,0.999877915,0.081064583,1,0,0,0,0,1,0
0.94,1,0.083262117,1,0,0,0,0,1,0
0.94,1,0.081552924,1,0,0,0,0,1,0
0.94,1,0.077157856,1,0,0,0,0,1,0
0.94,0.999877915,0.079843731,0.999877915,0,0,0,0,1,0
0.94,0.999877915,0.082041265,0.031986326,0,0,0,0,1,0
0.94,0.999877915,0.078867049,1,0,0,0,0,1,0
0.94,1,0.078500794,0.039311439,0,0,0,0,1,0
0.94,1,0.081430839,1,0,0,0,0,1,0
0.94,1,0.080942498,1,0,0,0,0,1,0
0.94,0.999877915,0.077768282,1,0,0,0,0,1,0
0.94,0.999877915,0.078378708,0.030277133,0,0,0,0,1,0
0.94,0.999877915,0.090709315,1,0,0,0,0,1,0
0.94,1,0.089610548,1,0,0,0,0,1,0
0.94,0.999877915,0.083506287,0.028445855,0,0,0,0,1,0
0.94,1,0.07935539,0.041142718,0,0,0,0,1,0
0.94,1,0.085947992,0.041997314,0,0,0,0,1,0
0.94,1,0.090709315,0.054816262,0,0,0,0,1,0
0.94,0.999877915,0.094493957,0.056769625,0,0,0,0,1,0
0.94,1,0.093761445,0.053717495,0,0,0,0,1,0
0.94,1,0.085581736,0.04797949,0,0,0,0,1,0
0.94,1,0.079477475,1,0,0,0,0,1,0
0.94,1,0.075692834,1,0,0,0,0,1,0
0.94,0.999877915,0.077646197,0.031742156,0,0,0,0,1,0
0.94,0.999877915,0.081552924,0.031986326,0,0,0,0,1,0
0.94,0.999877915,0.076669515,0.037235991,0,0,0,0,1,0
0.94,0.999877915,0.076791601,0.040776462,0,0,0,0,1,0
0.94,1,0.080576242,0.041142718,0,0,0,0,1,0
0.94,1,0.080209987,0.042485655,0,0,0,0,1,0
0.94,1,0.07935539,0.03979978,0,0,0,0,1,0
0.94,0.999877915,0.075814919,0.039311439,0,0,0,0,1,0
0.94,0.999877915,0.080454157,0.032230497,0,0,0,0,1,0
0.94,1,0.092296423,1,0,0,0,0,1,0
0.94,0.999877915,0.106458308,1,0,0,0,0,1,0
0.94,0.999877915,0.090465145,1,0,0,0,0,1,0
0.94,0.999877915,0.077646197,1,0,0,0,0,1,0
0.94,1,0.075326578,1,0,0,0,0,1,0
0.94,1,0.078012453,1,0,0,0,0,1,0
0.94,1,0.078989134,1,0,0,0,0,1,0
0.94,1,0.076425345,1,0,0,0,0,1,0
0.94,0.999877915,0.077524112,1,0,0,0,0,1,0
